Hour,Wind,Solar,Coal,Gas,Biomass
2440,0.807421923,0.666900873,1,1,1
2441,0.644126415,0.84309411,1,1,1
2442,0.480971843,0.885270476,1,1,1
2443,0.410736144,0.867972553,1,1,1
2444,0.580759525,0.876947403,1,1,1
2445,0.567068636,0.899163365,1,1,1
2446,0.598998904,0.935408652,1,1,1
2447,0.237827152,0.804412246,1,1,1
2448,0.198331818,0.751548529,1,1,1
2449,0.554538786,0.555666625,1,1,1
2450,0.73560679,0.469347894,1,1,1
2451,0.761892557,0.140810534,1,1,1
2452,0.74581188,0.0,1,1,1
2453,0.816926122,0.0,1,1,1
2454,0.831486106,0.0,1,1,1
2455,0.847577929,0.0,1,1,1
2456,0.848872423,0.0,1,1,1
2457,0.842401743,0.0,1,1,1
2458,0.774404526,0.0,1,1,1
2459,0.812958837,0.0,1,1,1
2460,0.745141745,0.0,1,1,1
2461,0.760263681,0.0,1,1,1
2462,0.751453936,0.0,1,1,1
2463,0.616392612,0.253703594,1,1,1
2464,0.415697336,0.483333766,1,1,1
2465,0.666778088,0.680032372,1,1,1
2466,0.433418334,0.745955706,1,1,1
2467,0.184912354,0.669397771,1,1,1
2468,0.454832107,0.696226954,1,1,1
2469,0.373785496,0.663888276,1,1,1
2470,0.475591809,0.554364502,1,1,1
2471,0.576688826,0.392626703,1,1,1
2472,0.530465722,0.212413952,1,1,1
2473,0.692668557,0.032546561,1,1,1
2474,0.871436119,0.008817341,1,1,1
2475,0.740809619,0.0,1,1,1
2476,0.709947944,0.0,1,1,1
2477,0.731241941,0.0,1,1,1
2478,0.766672015,0.0,1,1,1
2479,0.894560337,0.0,1,1,1
2480,0.916700721,0.0,1,1,1
2481,0.914850056,0.0,1,1,1
2482,0.914800406,0.0,1,1,1
2483,0.916074038,0.0,1,1,1
2484,0.904556036,0.0,1,1,1
2485,0.901290536,0.0,1,1,1
2486,0.894022703,0.0,1,1,1
2487,0.910344243,0.261028886,1,1,1
2488,0.833507895,0.452771336,1,1,1
2489,0.875794232,0.644032538,1,1,1
2490,0.912269115,0.720025301,1,1,1
2491,0.917139888,0.784054875,1,1,1
2492,0.870087385,0.830073893,1,1,1
2493,0.764669597,0.853037596,1,1,1
2494,0.891275167,0.867492914,1,1,1
2495,0.713745713,0.780084014,1,1,1
2496,0.773173273,0.703576326,1,1,1
2497,0.783030808,0.578297138,1,1,1
2498,0.792215705,0.365978241,1,1,1
2499,0.858418584,0.030452151,1,1,1
2500,0.831849396,0.0,1,1,1
2501,0.784031749,0.0,1,1,1
2502,0.777741373,0.0,1,1,1
2503,0.622773409,0.0,1,1,1
2504,0.671959519,0.0,1,1,1
2505,0.619102478,0.0,1,1,1
2506,0.746034265,0.0,1,1,1
2507,0.763569891,0.0,1,1,1
2508,0.765021861,0.0,1,1,1
2509,0.704033256,0.0,1,1,1
2510,0.682787657,0.0,1,1,1
2511,0.51578933,0.422781497,1,1,1
2512,0.092189446,0.717351079,1,1,1
2513,0.000451488,0.888712823,1,1,1
2514,0.000508912,0.941490412,1,1,1
2515,0.001636824,0.963983417,1,1,1
2516,0.017634198,0.976600111,1,1,1
2517,0.105472878,0.980136573,1,1,1
2518,0.22996299,0.990470171,1,1,1
2519,0.162151307,0.947178483,1,1,1
2520,0.062971719,0.899568141,1,1,1
2521,0.050670851,0.810643792,1,1,1
2522,0.060375109,0.57984972,1,1,1
2523,0.07817281,0.21621646,1,1,1
2524,0.088262081,0.0,1,1,1
2525,0.14640747,0.0,1,1,1
2526,0.180023968,0.0,1,1,1
2527,0.289122701,0.0,1,1,1
2528,0.248095483,0.0,1,1,1
2529,0.291649133,0.0,1,1,1
2530,0.178788483,0.0,1,1,1
2531,0.083017141,0.0,1,1,1
2532,0.067215919,0.0,1,1,1
2533,0.071044803,0.0,1,1,1
2534,0.06336087,0.0,1,1,1
2535,0.053569391,0.42498821,1,1,1
2536,0.023723185,0.699808359,1,1,1
2537,0.000635023,0.886584461,1,1,1
2538,0.032317556,0.943245053,1,1,1
2539,0.092654854,0.953683019,1,1,1
2540,0.144747078,0.964147508,1,1,1
2541,0.217869952,0.963178396,1,1,1
2542,0.454142928,0.982457757,1,1,1
2543,0.455441058,0.953485012,1,1,1
2544,0.39400804,0.922127903,1,1,1
2545,0.079748832,0.808506727,1,1,1
2546,0.045402691,0.5617342,1,1,1
2547,0.055252612,0.191827208,1,1,1
2548,0.061332248,0.0,1,1,1
2549,0.055178907,0.0,1,1,1
2550,0.167797446,0.0,1,1,1
2551,0.161361426,0.0,1,1,1
2552,0.212432176,0.0,1,1,1
2553,0.150488034,0.0,1,1,1
2554,0.198847115,0.0,1,1,1
2555,0.222447157,0.0,1,1,1
2556,0.156977683,0.0,1,1,1
2557,0.107170992,0.0,1,1,1
2558,0.136802167,0.0,1,1,1
2559,0.12639454,0.446793854,1,1,1
2560,0.031069746,0.728695512,1,1,1
2561,0.0,0.876980305,1,1,1
2562,0.008031715,0.920440555,1,1,1
2563,0.03152224,0.935814619,1,1,1
2564,0.096847028,0.952044964,1,1,1
2565,0.15851216,0.959653378,1,1,1
2566,0.183332399,0.981749177,1,1,1
2567,0.19529137,0.954253316,1,1,1
2568,0.133243442,0.931798041,1,1,1
2569,0.147716716,0.814364552,1,1,1
2570,0.112213582,0.591355324,1,1,1
2571,0.085462391,0.237673804,1,1,1
2572,0.087283537,0.0,1,1,1
2573,0.126344532,0.0,1,1,1
2574,0.309013367,0.0,1,1,1
2575,0.397224545,0.0,1,1,1
2576,0.415326774,0.0,1,1,1
2577,0.47856766,0.0,1,1,1
2578,0.656958461,0.0,1,1,1
2579,0.775880337,0.0,1,1,1
2580,0.777933002,0.0,1,1,1
2581,0.758443117,0.0,1,1,1
2582,0.748764157,0.0,1,1,1
2583,0.778593302,0.461676925,1,1,1
2584,0.384938955,0.730635464,1,1,1
2585,0.2012389,0.879227102,1,1,1
2586,0.093140706,0.930636525,1,1,1
2587,0.072542541,0.944867134,1,1,1
2588,0.170265526,0.968181849,1,1,1
2589,0.281601667,0.949167013,1,1,1
2590,0.20566228,0.918471038,1,1,1
2591,0.174756303,0.862850785,1,1,1
2592,0.209639609,0.912097096,1,1,1
2593,0.284386158,0.818482995,1,1,1
2594,0.25740999,0.588082671,1,1,1
2595,0.441558748,0.237245098,1,1,1
2596,0.521516204,0.0,1,1,1
2597,0.766902983,0.0,1,1,1
2598,0.847229719,0.0,1,1,1
2599,0.855692863,0.0,1,1,1
2600,0.853977859,0.0,1,1,1
2601,0.846047401,0.0,1,1,1
2602,0.863751233,0.0,1,1,1
2603,0.868554711,0.0,1,1,1
2604,0.833326578,0.0,1,1,1
2605,0.807082891,0.0,1,1,1
2606,0.8819592,0.0,1,1,1
2607,0.818997025,0.42754519,1,1,1
2608,0.610477626,0.708176374,1,1,1
2609,0.064691722,0.879729986,1,1,1
2610,0.000132391,0.907554507,1,1,1
2611,0.012697622,0.927347302,1,1,1
2612,0.084496044,0.947897792,1,1,1
2613,0.188111454,0.95493412,1,1,1
2614,0.137332663,0.978195667,1,1,1
2615,0.207596451,0.939362705,1,1,1
2616,0.130909875,0.910026491,1,1,1
2617,0.056873567,0.799762905,1,1,1
2618,0.032466121,0.58133173,1,1,1
2619,0.020253288,0.21243526,1,1,1
2620,0.024503298,0.0,1,1,1
2621,0.019862697,0.0,1,1,1
2622,0.059072636,0.0,1,1,1
2623,0.0741359,0.0,1,1,1
2624,0.039855722,0.0,1,1,1
2625,0.076986492,0.0,1,1,1
2626,0.113637589,0.0,1,1,1
2627,0.074964948,0.0,1,1,1
2628,0.162726969,0.0,1,1,1
2629,0.163984254,0.0,1,1,1
2630,0.129271239,0.0,1,1,1
2631,0.122090735,0.455239177,1,1,1
2632,0.135941535,0.719921947,1,1,1
2633,0.100153044,0.878350973,1,1,1
2634,0.121794291,0.926670194,1,1,1
2635,0.254397869,0.945078373,1,1,1
2636,0.401901245,0.965103149,1,1,1
2637,0.377433538,0.97367537,1,1,1
2638,0.275263906,0.984921336,1,1,1
2639,0.385663509,0.959855437,1,1,1
2640,0.225058317,0.924127936,1,1,1
2641,0.097908534,0.79326129,1,1,1
2642,0.038612954,0.566630423,1,1,1
2643,0.027386975,0.219821885,1,1,1
2644,0.056486927,0.0,1,1,1
2645,0.107393801,0.0,1,1,1
2646,0.121482752,0.0,1,1,1
2647,0.192264438,0.0,1,1,1
2648,0.285754919,0.0,1,1,1
2649,0.208086208,0.0,1,1,1
2650,0.273121297,0.0,1,1,1
2651,0.402288586,0.0,1,1,1
2652,0.460584641,0.0,1,1,1
2653,0.419996291,0.0,1,1,1
2654,0.366029382,0.0,1,1,1
2655,0.556365967,0.463568568,1,1,1
2656,0.532148123,0.724980474,1,1,1
2657,0.168814749,0.868045807,1,1,1
2658,0.054845423,0.909066141,1,1,1
2659,0.370349169,0.929252505,1,1,1
2660,0.470279872,0.945040703,1,1,1
2661,0.682751119,0.948518753,1,1,1
2662,0.586651564,0.938986778,1,1,1
2663,0.335316598,0.930432856,1,1,1
2664,0.389694571,0.907159567,1,1,1
2665,0.135628149,0.807405055,1,1,1
2666,0.077845514,0.58132565,1,1,1
2667,0.089938745,0.238326401,1,1,1
2668,0.307807386,0.0,1,1,1
2669,0.602968633,0.0,1,1,1
2670,0.760157585,0.0,1,1,1
2671,0.825199246,0.0,1,1,1
2672,0.745701671,0.0,1,1,1
2673,0.740781546,0.0,1,1,1
2674,0.739293337,0.0,1,1,1
2675,0.72048831,0.0,1,1,1
2676,0.603940904,0.0,1,1,1
2677,0.465176105,0.0,1,1,1
2678,0.621514738,0.0,1,1,1
2679,0.485273987,0.3676745,1,1,1
2680,0.348926723,0.698712587,1,1,1
2681,0.081946112,0.866122484,1,1,1
2682,0.018765677,0.900579214,1,1,1
2683,0.002286631,0.916165709,1,1,1
2684,0.028161028,0.92869699,1,1,1
2685,0.077176429,0.950824142,1,1,1
2686,0.144756615,0.981332898,1,1,1
2687,0.154512674,0.947883725,1,1,1
2688,0.226964474,0.924703479,1,1,1
2689,0.29165259,0.82272613,1,1,1
2690,0.279588521,0.597255468,1,1,1
2691,0.135053918,0.24779588,1,1,1
2692,0.465854526,0.0,1,1,1
2693,0.499283135,0.0,1,1,1
2694,0.539046288,0.0,1,1,1
2695,0.660459757,0.0,1,1,1
2696,0.743651032,0.0,1,1,1
2697,0.789943814,0.0,1,1,1
2698,0.829740405,0.0,1,1,1
2699,0.771555305,0.0,1,1,1
2700,0.810931325,0.0,1,1,1
2701,0.789792955,0.0,1,1,1
2702,0.76142478,0.0,1,1,1
2703,0.692153692,0.130504146,1,1,1
2704,0.615805626,0.445523798,1,1,1
2705,0.679001689,0.668879628,1,1,1
2706,0.656733751,0.800921917,1,1,1
2707,0.458014369,0.884386122,1,1,1
2708,0.379897535,0.891391754,1,1,1
2709,0.480358839,0.877702236,1,1,1
2710,0.733775496,0.863503337,1,1,1
2711,0.481746674,0.821778119,1,1,1
2712,0.660484195,0.77547133,1,1,1
2713,0.598846555,0.703394055,1,1,1
2714,0.761532307,0.507037163,1,1,1
2715,0.699222445,0.088430248,1,1,1
2716,0.727021456,0.0,1,1,1
2717,0.742124557,0.0,1,1,1
2718,0.788401604,0.0,1,1,1
2719,0.790772796,0.0,1,1,1
2720,0.778211117,0.0,1,1,1
2721,0.809193969,0.0,1,1,1
2722,0.839135945,0.0,1,1,1
2723,0.821875095,0.0,1,1,1
2724,0.81034863,0.0,1,1,1
2725,0.804463387,0.0,1,1,1
2726,0.772010446,0.0,1,1,1
2727,0.735026479,0.466155648,1,1,1
2728,0.537573516,0.711362123,1,1,1
2729,0.088367268,0.828337014,1,1,1
2730,0.028066244,0.931141973,1,1,1
2731,0.028092615,0.930311322,1,1,1
2732,0.012922262,0.742620587,1,1,1
2733,0.056070521,0.668758273,1,1,1
2734,0.050199535,0.815858364,1,1,1
2735,0.128213465,0.59943831,1,1,1
2736,0.086672053,0.631266832,1,1,1
2737,0.127693504,0.708475351,1,1,1
2738,0.053490043,0.405418575,1,1,1
2739,0.103292391,0.000841434,1,1,1
2740,0.244004235,0.0,1,1,1
2741,0.591355324,0.0,1,1,1
2742,0.415983111,0.0,1,1,1
2743,0.472352564,0.0,1,1,1
2744,0.324817777,0.0,1,1,1
2745,0.807241619,0.0,1,1,1
2746,0.803122997,0.0,1,1,1
2747,0.252036929,0.0,1,1,1
2748,0.71642679,0.0,1,1,1
2749,0.266875029,0.0,1,1,1
2750,0.220649764,0.0,1,1,1
2751,0.579586208,0.032389484,1,1,1
2752,0.273342699,0.169176906,1,1,1
2753,0.133403778,0.304060102,1,1,1
2754,0.015975196,0.396955609,1,1,1
2755,0.025696186,0.500897884,1,1,1
2756,0.088861898,0.585916698,1,1,1
2757,0.153546333,0.822595239,1,1,1
2758,0.191184491,0.621039271,1,1,1
2759,0.207988158,0.540683866,1,1,1
2760,0.207909286,0.48062706,1,1,1
2761,0.208760977,0.458206058,1,1,1
2762,0.318625838,0.332016766,1,1,1
2763,0.661983132,0.088105738,1,1,1
2764,0.808572888,0.0,1,1,1
2765,0.8592996,0.0,1,1,1
2766,0.889396548,0.0,1,1,1
2767,0.892949283,0.0,1,1,1
2768,0.684996665,0.0,1,1,1
2769,0.831973672,0.0,1,1,1
2770,0.883915007,0.0,1,1,1
2771,0.741067588,0.0,1,1,1
2772,0.645828664,0.0,1,1,1
2773,0.633716106,0.0,1,1,1
2774,0.646520138,0.0,1,1,1
2775,0.752769232,0.05832056,1,1,1
2776,0.874801159,0.28527087,1,1,1
2777,0.873842955,0.725850344,1,1,1
2778,0.742055178,0.74761188,1,1,1
2779,0.742073655,0.836123168,1,1,1
2780,0.786579847,0.819833159,1,1,1
2781,0.7941342,0.69455719,1,1,1
2782,0.688709915,0.607536674,1,1,1
2783,0.62531352,0.809276164,1,1,1
2784,0.811384857,0.73965621,1,1,1
2785,0.755221009,0.582195461,1,1,1
2786,0.633635044,0.444073796,1,1,1
2787,0.846788943,0.008629669,1,1,1
2788,0.799358487,0.0,1,1,1
2789,0.832457185,0.0,1,1,1
2790,0.893821478,0.0,1,1,1
2791,0.898804188,0.0,1,1,1
2792,0.887668014,0.0,1,1,1
2793,0.874301672,0.0,1,1,1
2794,0.882428527,0.0,1,1,1
2795,0.758845806,0.0,1,1,1
2796,0.677705407,0.0,1,1,1
2797,0.701699972,0.0,1,1,1
2798,0.779959202,0.0,1,1,1
2799,0.591907263,0.368479609,1,1,1
2800,0.368426889,0.577964425,1,1,1
2801,0.1165535,0.829977512,1,1,1
2802,0.004770928,0.907944202,1,1,1
2803,0.004575188,0.929824173,1,1,1
2804,0.009192676,0.954503298,1,1,1
2805,0.040614322,0.965579867,1,1,1
2806,0.112692744,0.982605934,1,1,1
2807,0.130240113,0.940928996,1,1,1
2808,0.1226594,0.88729775,1,1,1
2809,0.078497157,0.77687335,1,1,1
2810,0.109579057,0.590020478,1,1,1
2811,0.086022824,0.201821983,1,1,1
2812,0.112354711,0.0,1,1,1
2813,0.378269196,0.0,1,1,1
2814,0.392991364,0.0,1,1,1
2815,0.223481387,0.0,1,1,1
2816,0.535211504,0.0,1,1,1
2817,0.438669026,0.0,1,1,1
2818,0.403502107,0.0,1,1,1
2819,0.571694732,0.0,1,1,1
2820,0.490912497,0.0,1,1,1
2821,0.375692904,0.0,1,1,1
2822,0.338997781,0.0,1,1,1
2823,0.140143707,0.48807162,1,1,1
2824,0.036401283,0.734694242,1,1,1
2825,0.00166813,0.872829556,1,1,1
2826,0.023481837,0.907172322,1,1,1
2827,0.159077674,0.920402884,1,1,1
2828,0.240976825,0.9425295,1,1,1
2829,0.227416083,0.949114919,1,1,1
2830,0.333393276,0.96002084,1,1,1
2831,0.140820876,0.931075096,1,1,1
2832,0.064877138,0.917646646,1,1,1
2833,0.144105434,0.826250434,1,1,1
2834,0.225416422,0.607867956,1,1,1
2835,0.264873028,0.281291038,1,1,1
2836,0.304164648,0.0,1,1,1
2837,0.24149701,0.0,1,1,1
2838,0.289811194,0.0,1,1,1
2839,0.256157458,0.0,1,1,1
2840,0.402608246,0.0,1,1,1
2841,0.552723765,0.0,1,1,1
2842,0.613703847,0.0,1,1,1
2843,0.653057575,0.0,1,1,1
2844,0.581988454,0.0,1,1,1
2845,0.564294636,0.0,1,1,1
2846,0.51510644,0.0,1,1,1
2847,0.37841773,0.495796382,1,1,1
2848,0.131059423,0.718970418,1,1,1
2849,0.0005854,0.872029185,1,1,1
2850,0.161185667,0.922187924,1,1,1
2851,0.474917501,0.942916632,1,1,1
2852,0.562810659,0.957742274,1,1,1
2853,0.491630077,0.956277013,1,1,1
2854,0.489756465,0.97040236,1,1,1
2855,0.518010378,0.946480036,1,1,1
2856,0.464339614,0.92021358,1,1,1
2857,0.431609869,0.828241885,1,1,1
2858,0.273177415,0.611114204,1,1,1
2859,0.257596791,0.278266609,1,1,1
2860,0.157530755,0.0,1,1,1
2861,0.123262815,0.0,1,1,1
2862,0.081135131,0.0,1,1,1
2863,0.073724508,0.0,1,1,1
2864,0.04384993,0.0,1,1,1
2865,0.042476211,0.0,1,1,1
2866,0.023297993,0.0,1,1,1
2867,0.015383665,0.0,1,1,1
2868,0.080368608,0.0,1,1,1
2869,0.154747546,0.0,1,1,1
2870,0.106760442,0.0,1,1,1
2871,0.072195113,0.478470445,1,1,1
2872,0.103180274,0.726094127,1,1,1
2873,0.073922999,0.868507981,1,1,1
2874,0.027012566,0.916731834,1,1,1
2875,0.208035767,0.934693754,1,1,1
2876,0.193761051,0.934951544,1,1,1
2877,0.088169828,0.960485578,1,1,1
2878,0.094666474,0.971284926,1,1,1
2879,0.108465299,0.9191131,1,1,1
2880,0.116952784,0.852622807,1,1,1
2881,0.078520373,0.726693392,1,1,1
2882,0.085120723,0.472382009,1,1,1
2883,0.073458135,0.126366198,1,1,1
2884,0.095352456,0.0,1,1,1
2885,0.356918037,0.0,1,1,1
2886,0.346485406,0.0,1,1,1
2887,0.51510179,0.0,1,1,1
2888,0.607090354,0.0,1,1,1
2889,0.771187663,0.0,1,1,1
2890,0.769773543,0.0,1,1,1
2891,0.793491006,0.0,1,1,1
2892,0.787614226,0.0,1,1,1
2893,0.848696351,0.0,1,1,1
2894,0.846343219,0.0,1,1,1
2895,0.84191525,0.225058794,1,1,1
2896,0.780433297,0.493942112,1,1,1
2897,0.511305928,0.813235939,1,1,1
2898,0.562297106,0.900434494,1,1,1
2899,0.514055967,0.915640533,1,1,1
2900,0.267219573,0.936218619,1,1,1
2901,0.414999068,0.910971224,1,1,1
2902,0.547656059,0.858972967,1,1,1
2903,0.270450652,0.815546513,1,1,1
2904,0.800344944,0.828607917,1,1,1
2905,0.769958854,0.725675762,1,1,1
2906,0.751836896,0.521006584,1,1,1
2907,0.820262253,0.186263889,1,1,1
2908,0.804395556,0.0,1,1,1
2909,0.799639583,0.0,1,1,1
2910,0.846181512,0.0,1,1,1
2911,0.872878432,0.0,1,1,1
2912,0.814819515,0.0,1,1,1
2913,0.801720619,0.0,1,1,1
2914,0.831780434,0.0,1,1,1
2915,0.847285509,0.0,1,1,1
2916,0.833897054,0.0,1,1,1
2917,0.832053661,0.0,1,1,1
2918,0.84359622,0.0,1,1,1
2919,0.843176663,0.16981101,1,1,1
2920,0.808555722,0.434164375,1,1,1
2921,0.72383827,0.672192633,1,1,1
2922,0.586881638,0.66676718,1,1,1
2923,0.642567694,0.700673699,1,1,1
2924,0.460843563,0.793153584,1,1,1
2925,0.612782598,0.766312122,1,1,1
2926,0.615300238,0.733163118,1,1,1
2927,0.459674656,0.799448609,1,1,1
2928,0.50810051,0.806736112,1,1,1
2929,0.43454951,0.727506995,1,1,1
2930,0.782283545,0.526164889,1,1,1
2931,0.780101061,0.191111982,1,1,1
2932,0.708720505,0.0,1,1,1
2933,0.736430883,0.0,1,1,1
2934,0.825811625,0.0,1,1,1
2935,0.859217405,0.0,1,1,1
2936,0.799409866,0.0,1,1,1
2937,0.795637965,0.0,1,1,1
2938,0.831455588,0.0,1,1,1
2939,0.786079526,0.0,1,1,1
2940,0.71813488,0.0,1,1,1
2941,0.684650421,0.0,1,1,1
2942,0.645192146,0.0,1,1,1
2943,0.687393665,0.31406188,1,1,1
2944,0.336278409,0.610096931,1,1,1
2945,0.3748734,0.744486451,1,1,1
2946,0.245336697,0.828583717,1,1,1
2947,0.106553346,0.895227492,1,1,1
2948,0.078235194,0.966392756,1,1,1
2949,0.050018393,0.964729249,1,1,1
2950,0.170661122,0.990191698,1,1,1
2951,0.093771487,0.956495643,1,1,1
2952,0.377055079,0.931612432,1,1,1
2953,0.580082119,0.844486296,1,1,1
2954,0.768563747,0.641864121,1,1,1
2955,0.789214909,0.327101529,1,1,1
2956,0.768343568,0.0,1,1,1
2957,0.795980334,0.0,1,1,1
2958,0.756397784,0.0,1,1,1
2959,0.760178447,0.0,1,1,1
2960,0.751342654,0.0,1,1,1
2961,0.827679932,0.0,1,1,1
2962,0.803858757,0.0,1,1,1
2963,0.835126758,0.0,1,1,1
2964,0.813525796,0.0,1,1,1
2965,0.785175204,0.0,1,1,1
2966,0.702447653,0.0,1,1,1
2967,0.59449017,0.368561149,1,1,1
2968,0.471035898,0.671576619,1,1,1
2969,0.3479895,0.844351768,1,1,1
2970,0.241825461,0.902148604,1,1,1
2971,0.158780575,0.930311322,1,1,1
2972,0.098277166,0.974846423,1,1,1
2973,0.234728903,0.979122579,1,1,1
2974,0.541655779,0.98317337,1,1,1
2975,0.696208537,0.974176168,1,1,1
2976,0.759654105,0.953511477,1,1,1
2977,0.611972451,0.86667031,1,1,1
2978,0.292619586,0.650179148,1,1,1
2979,0.590151012,0.328579575,1,1,1
2980,0.713509202,0.0,1,1,1
2981,0.709517956,0.0,1,1,1
2982,0.764502883,0.0,1,1,1
2983,0.810083866,0.0,1,1,1
2984,0.869995058,0.0,1,1,1
2985,0.86812222,0.0,1,1,1
2986,0.863910735,0.0,1,1,1
2987,0.866192818,0.0,1,1,1
2988,0.882892847,0.0,1,1,1
2989,0.870249033,0.0,1,1,1
2990,0.845577717,0.0,1,1,1
2991,0.782149673,0.380433559,1,1,1
2992,0.672422707,0.692807555,1,1,1
2993,0.542081952,0.85585922,1,1,1
2994,0.422679663,0.932238936,1,1,1
2995,0.080948733,0.943016768,1,1,1
2996,0.173432171,0.959970832,1,1,1
2997,0.080881268,0.972072721,1,1,1
2998,0.027131377,0.989109635,1,1,1
2999,0.022211812,0.959818363,1,1,1
3000,0.147735655,0.945205331,1,1,1
3001,0.25132069,0.86491096,1,1,1
3002,0.225053072,0.658330023,1,1,1
3003,0.133238986,0.341739416,1,1,1
3004,0.484777749,0.0,1,1,1
3005,0.531900465,0.0,1,1,1
3006,0.605580926,0.0,1,1,1
3007,0.706896663,0.0,1,1,1
3008,0.724627972,0.0,1,1,1
3009,0.637885034,0.0,1,1,1
3010,0.543129563,0.0,1,1,1
3011,0.525299251,0.0,1,1,1
3012,0.635643959,0.0,1,1,1
3013,0.699010491,0.0,1,1,1
3014,0.68949151,0.070676044,1,1,1
3015,0.514143467,0.490812391,1,1,1
3016,0.161892235,0.743130207,1,1,1
3017,0.010051584,0.906204164,1,1,1
3018,0.020689087,0.957087696,1,1,1
3019,0.028101167,0.961517632,1,1,1
3020,0.050413288,0.967176735,1,1,1
3021,0.196124613,0.969668388,1,1,1
3022,0.144201279,0.964806199,1,1,1
3023,0.076934375,0.954239428,1,1,1
3024,0.092037417,0.933004618,1,1,1
3025,0.056190934,0.842869401,1,1,1
3026,0.135552257,0.628611147,1,1,1
3027,0.18099384,0.3098827,1,1,1
3028,0.402045906,0.0,1,1,1
3029,0.41097185,0.0,1,1,1
3030,0.491616726,0.0,1,1,1
3031,0.573378146,0.0,1,1,1
3032,0.436969757,0.0,1,1,1
3033,0.348023295,0.0,1,1,1
3034,0.267533123,0.0,1,1,1
3035,0.20919244,0.0,1,1,1
3036,0.339170516,0.0,1,1,1
3037,0.3665151,0.0,1,1,1
3038,0.474102795,0.105776578,1,1,1
3039,0.578074813,0.49619168,1,1,1
3040,0.40304482,0.763862431,1,1,1
3041,0.181929827,0.896916389,1,1,1
3042,0.105081521,0.934927702,1,1,1
3043,0.057239711,0.942418039,1,1,1
3044,0.274514556,0.960762024,1,1,1
3045,0.140689105,0.966484249,1,1,1
3046,0.161169201,0.970223904,1,1,1
3047,0.119617209,0.967856288,1,1,1
3048,0.310907423,0.9516325,1,1,1
3049,0.407363236,0.866277158,1,1,1
3050,0.372342855,0.665665507,1,1,1
3051,0.653916121,0.3476215,1,1,1
3052,0.590941548,0.0,1,1,1
3053,0.679297864,0.0,1,1,1
3054,0.776421547,0.0,1,1,1
3055,0.671768546,0.0,1,1,1
3056,0.672324419,0.0,1,1,1
3057,0.55421114,0.0,1,1,1
3058,0.435020864,0.0,1,1,1
3059,0.133895189,0.0,1,1,1
3060,0.27177608,0.0,1,1,1
3061,0.459056735,0.0,1,1,1
3062,0.645579815,0.127916008,1,1,1
3063,0.772957385,0.524763644,1,1,1
3064,0.6762532,0.766889215,1,1,1
3065,0.442691624,0.907101572,1,1,1
3066,0.791145802,0.946170568,1,1,1
3067,0.806280911,0.957817972,1,1,1
3068,0.593643665,0.960847378,1,1,1
3069,0.690401793,0.980076194,1,1,1
3070,0.695815802,0.959298253,1,1,1
3071,0.532871664,0.975560784,1,1,1
3072,0.248105139,0.950271368,1,1,1
3073,0.311861664,0.857573271,1,1,1
3074,0.327136487,0.648944736,1,1,1
3075,0.06477204,0.327627212,1,1,1
3076,0.022940159,0.0,1,1,1
3077,0.018624257,0.0,1,1,1
3078,0.117693931,0.0,1,1,1
3079,0.138206437,0.0,1,1,1
3080,0.044592977,0.0,1,1,1
3081,0.05020611,0.0,1,1,1
3082,0.055159479,0.0,1,1,1
3083,0.059966389,0.0,1,1,1
3084,0.0785622,0.0,1,1,1
3085,0.105770864,0.0,1,1,1
3086,0.317135036,0.16901128,1,1,1
3087,0.560548186,0.557471633,1,1,1
3088,0.330289423,0.772351146,1,1,1
3089,0.145642996,0.902275324,1,1,1
3090,0.190077007,0.923249424,1,1,1
3091,0.422121584,0.946673512,1,1,1
3092,0.44514215,0.96648109,1,1,1
3093,0.718811333,0.95823127,1,1,1
3094,0.778171897,0.934757113,1,1,1
3095,0.681327224,0.930074155,1,1,1
3096,0.524361134,0.901442647,1,1,1
3097,0.245916978,0.830653131,1,1,1
3098,0.162941173,0.628612816,1,1,1
3099,0.114829637,0.323394954,1,1,1
3100,0.149286538,0.0,1,1,1
3101,0.599750161,0.0,1,1,1
3102,0.77136004,0.0,1,1,1
3103,0.783483148,0.0,1,1,1
3104,0.808775365,0.0,1,1,1
3105,0.711502075,0.0,1,1,1
3106,0.6989218,0.0,1,1,1
3107,0.703574419,0.0,1,1,1
3108,0.68949312,0.0,1,1,1
3109,0.679894567,0.0,1,1,1
3110,0.779797554,0.132983118,1,1,1
3111,0.747390985,0.543085754,1,1,1
3112,0.262516111,0.769890785,1,1,1
3113,0.102642559,0.909335613,1,1,1
3114,0.041759636,0.92673111,1,1,1
3115,0.063611701,0.946349263,1,1,1
3116,0.176018551,0.9678092,1,1,1
3117,0.175109774,0.971866369,1,1,1
3118,0.279367417,0.985027671,1,1,1
3119,0.496342987,0.966875613,1,1,1
3120,0.738945365,0.956814885,1,1,1
3121,0.55781436,0.88176167,1,1,1
3122,0.731312513,0.682545006,1,1,1
3123,0.506886482,0.361700892,1,1,1
3124,0.770683169,0.0,1,1,1
3125,0.806511998,0.0,1,1,1
3126,0.845439434,0.0,1,1,1
3127,0.847200096,0.0,1,1,1
3128,0.848804355,0.0,1,1,1
3129,0.867317438,0.0,1,1,1
3130,0.878854632,0.0,1,1,1
3131,0.878223062,0.0,1,1,1
3132,0.871326149,0.0,1,1,1
3133,0.858873546,0.0,1,1,1
3134,0.865629435,0.060637906,1,1,1
