Hour,Wind,Solar,Coal,Gas,Biomass
260,0.000435329,0.600569248,1,1,1
261,0.082572728,0.558618307,1,1,1
262,0.129376367,0.723186374,1,1,1
263,0.230951548,0.752235651,1,1,1
264,0.071509503,0.646747231,1,1,1
265,0.001594518,0.298096716,1,1,1
266,0.021250736,0.0,1,1,1
267,0.063998528,0.0,1,1,1
268,0.05420037,0.0,1,1,1
269,0.169652209,0.0,1,1,1
270,0.276071101,0.0,1,1,1
271,0.093440473,0.0,1,1,1
272,0.043232664,0.0,1,1,1
273,0.010084739,0.0,1,1,1
274,0.062200412,0.0,1,1,1
275,0.150565803,0.0,1,1,1
276,0.147186875,0.0,1,1,1
277,0.065103292,0.0,1,1,1
278,0.052114241,0.0,1,1,1
279,0.081589326,0.0,1,1,1
280,0.100222692,0.0,1,1,1
281,0.137183785,0.324288458,1,1,1
282,0.185879484,0.476104975,1,1,1
283,0.068592817,0.567405164,1,1,1
284,0.057894576,0.626974404,1,1,1
285,0.07810317,0.719625354,1,1,1
286,0.09568423,0.828702748,1,1,1
287,0.119415984,0.857912421,1,1,1
288,0.115337655,0.734331012,1,1,1
289,0.064820319,0.498157412,1,1,1
290,0.014567344,0.0,1,1,1
291,0.040599681,0.0,1,1,1
292,0.038258128,0.0,1,1,1
293,0.14534381,0.0,1,1,1
294,0.178987339,0.0,1,1,1
295,0.133517087,0.0,1,1,1
296,0.139186516,0.0,1,1,1
297,0.187175632,0.0,1,1,1
298,0.259878993,0.0,1,1,1
299,0.341382027,0.0,1,1,1
300,0.218842953,0.0,1,1,1
301,0.195176631,0.0,1,1,1
302,0.314522982,0.0,1,1,1
303,0.305991054,0.0,1,1,1
304,0.196220487,0.182765812,1,1,1
305,0.289442599,0.540161788,1,1,1
306,0.319904208,0.779689968,1,1,1
307,0.221532077,0.918873668,1,1,1
308,0.201727077,0.988498151,1,1,1
309,0.324385881,0.999644637,1,1,1
310,0.322822899,0.983965278,1,1,1
311,0.245792657,0.909669518,1,1,1
312,0.07129471,0.757324994,1,1,1
313,0.218273446,0.507152557,1,1,1
314,0.071370162,0.0,1,1,1
315,0.168737441,0.0,1,1,1
316,0.257511854,0.0,1,1,1
317,0.112958148,0.0,1,1,1
318,0.064396046,0.0,1,1,1
319,0.037325773,0.0,1,1,1
320,0.016618205,0.0,1,1,1
321,0.053401794,0.0,1,1,1
322,0.041283596,0.0,1,1,1
323,0.025480477,0.0,1,1,1
324,0.025728747,0.0,1,1,1
325,0.033191491,0.0,1,1,1
326,0.067168258,0.0,1,1,1
327,0.077974394,0.0,1,1,1
328,0.092839465,0.041204251,1,1,1
329,0.091492385,0.245841339,1,1,1
330,0.122566327,0.245618939,1,1,1
331,0.03186319,0.447417259,1,1,1
332,0.095239125,0.405184835,1,1,1
333,0.07211411,0.518155813,1,1,1
334,0.047489468,0.562809408,1,1,1
335,0.0242211,0.569140077,1,1,1
336,0.000135387,0.490386426,1,1,1
337,0.000203081,0.257949442,1,1,1
338,0.001733754,0.0,1,1,1
339,0.046293505,0.0,1,1,1
340,0.212397158,0.0,1,1,1
341,0.240042239,0.0,1,1,1
342,0.103546456,0.0,1,1,1
343,0.134883761,0.0,1,1,1
344,0.4248873,0.0,1,1,1
345,0.21954824,0.0,1,1,1
346,0.611618161,0.0,1,1,1
347,0.70371592,0.0,1,1,1
348,0.707035899,0.0,1,1,1
349,0.798715472,0.0,1,1,1
350,0.791154981,0.0,1,1,1
351,0.85377866,0.0,1,1,1
352,0.830529988,0.0,1,1,1
353,0.775653064,0.342557728,1,1,1
354,0.725273609,0.521151125,1,1,1
355,0.558735669,0.662634254,1,1,1
356,0.364125609,0.824607849,1,1,1
357,0.305015445,0.707387924,1,1,1
358,0.240362868,0.711402893,1,1,1
359,0.270006299,0.620255589,1,1,1
360,0.313726604,0.501371622,1,1,1
361,0.286910832,0.181969851,1,1,1
362,0.218765557,0.0,1,1,1
363,0.11992383,0.0,1,1,1
364,0.249396563,0.0,1,1,1
365,0.34846741,0.0,1,1,1
366,0.53249675,0.0,1,1,1
367,0.632194221,0.0,1,1,1
368,0.734170794,0.0,1,1,1
369,0.672683477,0.0,1,1,1
370,0.789247751,0.0,1,1,1
371,0.730892062,0.0,1,1,1
372,0.686735034,0.0,1,1,1
373,0.750325441,0.0,1,1,1
374,0.788500726,0.0,1,1,1
375,0.796848059,0.0,1,1,1
376,0.750862539,0.0,1,1,1
377,0.668673873,0.210444003,1,1,1
378,0.812042058,0.615092039,1,1,1
379,0.766311407,0.621342599,1,1,1
380,0.802366614,0.646984577,1,1,1
381,0.876643121,0.551402569,1,1,1
382,0.61407727,0.616358042,1,1,1
383,0.832611501,0.398967266,1,1,1
384,0.735355377,0.240692928,1,1,1
385,0.846165061,0.076923415,1,1,1
386,0.53627938,0.0,1,1,1
387,0.691294074,0.0,1,1,1
388,0.777877331,0.0,1,1,1
389,0.792820334,0.0,1,1,1
390,0.768940687,0.0,1,1,1
391,0.606443286,0.0,1,1,1
392,0.760667801,0.0,1,1,1
393,0.744341493,0.0,1,1,1
394,0.588998199,0.0,1,1,1
395,0.55095017,0.0,1,1,1
396,0.467708319,0.0,1,1,1
397,0.298575372,0.0,1,1,1
398,0.53277576,0.0,1,1,1
399,0.461465001,0.0,1,1,1
400,0.306464761,0.021385137,1,1,1
401,0.072394565,0.533968508,1,1,1
402,0.003748308,0.763187408,1,1,1
403,0.01291831,0.885941207,1,1,1
404,0.007116388,0.959491014,1,1,1
405,0.01474919,0.981478989,1,1,1
406,0.022558153,0.963279784,1,1,1
407,0.01121394,0.897448957,1,1,1
408,0.017254895,0.757584274,1,1,1
409,0.028684568,0.512004018,1,1,1
410,0.017624898,0.0,1,1,1
411,0.002752222,0.0,1,1,1
412,0.002163245,0.0,1,1,1
413,0.020988794,0.0,1,1,1
414,0.027956463,0.0,1,1,1
415,0.033147596,0.0,1,1,1
416,0.012415438,0.0,1,1,1
417,0.00286042,0.0,1,1,1
418,0.001048816,0.0,1,1,1
419,0.013569376,0.0,1,1,1
420,0.003531768,0.0,1,1,1
421,0.024317257,0.0,1,1,1
422,0.000169824,0.0,1,1,1
423,0.017432505,0.0,1,1,1
424,0.023761727,0.183203101,1,1,1
425,0.011348746,0.558523297,1,1,1
426,0.009397728,0.779949725,1,1,1
427,0.000159563,0.901971579,1,1,1
428,0.000823414,0.978747904,1,1,1
429,0.034997165,0.999830961,1,1,1
430,0.044875111,0.99577105,1,1,1
431,0.058892932,0.928615332,1,1,1
432,0.010000233,0.778746247,1,1,1
433,0.000107001,0.531955004,1,1,1
434,0.002754781,0.0,1,1,1
435,0.026594317,0.0,1,1,1
436,0.025869744,0.0,1,1,1
437,0.041355893,0.0,1,1,1
438,0.007271015,0.0,1,1,1
439,0.000199471,0.0,1,1,1
440,0.000355617,0.0,1,1,1
441,0.001095788,0.0,1,1,1
442,0.019968895,0.0,1,1,1
443,0.010108924,0.0,1,1,1
444,0.09290044,0.0,1,1,1
445,0.160829544,0.0,1,1,1
446,0.205913901,0.0,1,1,1
447,0.220436841,0.0,1,1,1
448,0.264972866,0.156479433,1,1,1
449,0.295930088,0.555411816,1,1,1
450,0.140441865,0.777490497,1,1,1
451,0.073179908,0.901727021,1,1,1
452,0.074928939,0.972581983,1,1,1
453,0.005048262,0.990829706,1,1,1
454,0.045299895,0.98578155,1,1,1
455,0.136313334,0.924386382,1,1,1
456,0.089821868,0.761400104,1,1,1
457,0.059820473,0.488544434,1,1,1
458,0.222797379,0.0,1,1,1
459,0.257902592,0.0,1,1,1
460,0.360561907,0.0,1,1,1
461,0.476168692,0.0,1,1,1
462,0.564480484,0.0,1,1,1
463,0.683804274,0.0,1,1,1
464,0.437030613,0.0,1,1,1
465,0.585614443,0.0,1,1,1
466,0.617672324,0.0,1,1,1
467,0.704847157,0.0,1,1,1
468,0.651814163,0.0,1,1,1
469,0.630612493,0.0,1,1,1
470,0.720811248,0.0,1,1,1
471,0.795841932,0.0,1,1,1
472,0.857282519,0.002426779,1,1,1
473,0.766434371,0.420293927,1,1,1
474,0.414032787,0.787192047,1,1,1
475,0.28880775,0.93028295,1,1,1
476,0.266704649,0.968465984,1,1,1
477,0.153070062,0.977669954,1,1,1
478,0.149700552,0.973010361,1,1,1
479,0.24682492,0.899511516,1,1,1
480,0.170526683,0.737771869,1,1,1
481,0.065800913,0.437408507,1,1,1
482,0.029368713,0.0,1,1,1
483,0.101335689,0.0,1,1,1
484,0.221770376,0.0,1,1,1
485,0.486774892,0.0,1,1,1
486,0.653630614,0.0,1,1,1
487,0.726476967,0.0,1,1,1
488,0.719014466,0.0,1,1,1
489,0.854178071,0.0,1,1,1
490,0.847363353,0.0,1,1,1
491,0.856553674,0.0,1,1,1
492,0.84193939,0.0,1,1,1
493,0.871918559,0.0,1,1,1
494,0.868884861,0.0,1,1,1
495,0.857334435,0.0,1,1,1
496,0.892071187,0.0,1,1,1
497,0.893270731,0.028105576,1,1,1
498,0.886943221,0.041822188,1,1,1
499,0.900632858,0.121311247,1,1,1
500,0.90151751,0.250441998,1,1,1
501,0.898847222,0.337459445,1,1,1
502,0.878534138,0.460238397,1,1,1
503,0.86972636,0.599010646,1,1,1
504,0.88481164,0.269394815,1,1,1
505,0.885374188,0.359824002,1,1,1
506,0.903942466,0.0,1,1,1
507,0.883175135,0.0,1,1,1
508,0.879245996,0.0,1,1,1
509,0.849225104,0.0,1,1,1
510,0.889596224,0.0,1,1,1
511,0.775949776,0.0,1,1,1
512,0.794745564,0.0,1,1,1
513,0.755235553,0.0,1,1,1
514,0.673511386,0.0,1,1,1
515,0.505779743,0.0,1,1,1
516,0.569995463,0.0,1,1,1
517,0.668915868,0.0,1,1,1
518,0.570987105,0.0,1,1,1
519,0.307713002,0.0,1,1,1
520,0.179980993,0.046746828,1,1,1
521,0.080244757,0.273807377,1,1,1
522,0.05291333,0.555239439,1,1,1
523,0.002533972,0.752102733,1,1,1
524,0.002158023,0.786401033,1,1,1
525,0.008789768,0.728075385,1,1,1
526,0.025109969,0.730546355,1,1,1
527,0.037229754,0.716860831,1,1,1
528,0.073433436,0.70430851,1,1,1
529,0.02364718,0.52408433,1,1,1
530,0.033520155,0.0,1,1,1
531,0.022773471,0.0,1,1,1
532,0.048112087,0.0,1,1,1
533,0.181999296,0.0,1,1,1
534,0.179375142,0.0,1,1,1
535,0.41119653,0.0,1,1,1
536,0.510265946,0.0,1,1,1
537,0.41841054,0.0,1,1,1
538,0.43293187,0.0,1,1,1
539,0.432124853,0.0,1,1,1
540,0.402434856,0.0,1,1,1
541,0.450104982,0.0,1,1,1
542,0.554741383,0.0,1,1,1
543,0.458056659,0.0,1,1,1
544,0.533780575,0.003482935,1,1,1
545,0.505510151,0.258120567,1,1,1
546,0.341652036,0.608582497,1,1,1
547,0.392119586,0.686875939,1,1,1
548,0.50472796,0.594176173,1,1,1
549,0.505367875,0.46635735,1,1,1
550,0.334448725,0.181969687,1,1,1
551,0.672961056,0.110361651,1,1,1
552,0.642976999,0.038824722,1,1,1
553,0.668065727,0.01413144,1,1,1
554,0.798662663,0.0,1,1,1
555,0.664718509,0.0,1,1,1
556,0.732201934,0.0,1,1,1
557,0.723859847,0.0,1,1,1
558,0.676273823,0.0,1,1,1
559,0.572510064,0.0,1,1,1
560,0.488945663,0.0,1,1,1
561,0.280376673,0.0,1,1,1
562,0.220149994,0.0,1,1,1
563,0.21043019,0.0,1,1,1
564,0.355872363,0.0,1,1,1
565,0.376622826,0.0,1,1,1
566,0.210579783,0.0,1,1,1
567,0.149236992,0.0,1,1,1
568,0.12296807,0.01523575,1,1,1
569,0.120840505,0.424640179,1,1,1
570,0.026835341,0.374992043,1,1,1
571,0.062987983,0.792873681,1,1,1
572,0.145007238,0.932827532,1,1,1
573,0.134387851,0.997312546,1,1,1
574,0.091679297,0.995129466,1,1,1
575,0.110172629,0.6698488,1,1,1
576,0.058382042,0.514609814,1,1,1
577,0.131804526,0.450126171,1,1,1
578,0.042474777,0.0,1,1,1
579,0.089436963,0.0,1,1,1
580,0.266522855,0.0,1,1,1
581,0.43710196,0.0,1,1,1
582,0.596679688,0.0,1,1,1
583,0.345387876,0.0,1,1,1
584,0.238587663,0.0,1,1,1
585,0.261513352,0.0,1,1,1
586,0.210179567,0.0,1,1,1
587,0.145576462,0.0,1,1,1
588,0.209524125,0.0,1,1,1
589,0.224318743,0.0,1,1,1
590,0.131869733,0.0,1,1,1
591,0.143566161,0.0,1,1,1
592,0.163744494,0.114552394,1,1,1
593,0.050882682,0.561551332,1,1,1
594,0.036727339,0.799248934,1,1,1
595,0.118174568,0.931015611,1,1,1
596,0.219493017,0.992772758,1,1,1
597,0.309417546,1.0,1,1,1
598,0.146220803,0.998258471,1,1,1
599,0.120007113,0.948346019,1,1,1
600,0.099124528,0.801880836,1,1,1
601,0.104529075,0.547303915,1,1,1
602,0.091868848,0.061672829,1,1,1
603,0.203272521,0.0,1,1,1
604,0.052474353,0.0,1,1,1
605,0.2168587,0.0,1,1,1
606,0.15556407,0.0,1,1,1
607,0.155496463,0.0,1,1,1
608,0.147066966,0.0,1,1,1
609,0.297173411,0.0,1,1,1
610,0.080040485,0.0,1,1,1
611,0.082891174,0.0,1,1,1
612,0.076640286,0.0,1,1,1
613,0.082829103,0.0,1,1,1
614,0.069021635,0.0,1,1,1
615,0.011824152,0.0,1,1,1
616,0.025674615,0.198076621,1,1,1
617,0.035850856,0.571248651,1,1,1
618,0.016431173,0.798663497,1,1,1
619,0.006067138,0.932766199,1,1,1
620,0.040209733,0.993865311,1,1,1
621,0.044502284,0.995514512,1,1,1
622,0.013063522,0.997614086,1,1,1
623,0.007199352,0.945585608,1,1,1
624,0.000382907,0.805663347,1,1,1
625,0.004239365,0.548211575,1,1,1
626,0.131416231,0.115807943,1,1,1
627,0.307025313,0.0,1,1,1
628,0.449400544,0.0,1,1,1
629,0.440171242,0.0,1,1,1
630,0.572048545,0.0,1,1,1
631,0.546716213,0.0,1,1,1
632,0.579433918,0.0,1,1,1
633,0.529557943,0.0,1,1,1
634,0.42868036,0.0,1,1,1
635,0.20707643,0.0,1,1,1
636,0.19484815,0.0,1,1,1
637,0.200147346,0.0,1,1,1
638,0.14666988,0.0,1,1,1
639,0.278848231,0.0,1,1,1
640,0.412359297,0.138614208,1,1,1
641,0.21740374,0.506678939,1,1,1
642,0.144578189,0.588155627,1,1,1
643,0.225235507,0.91376406,1,1,1
644,0.344744146,0.929487944,1,1,1
645,0.451100528,0.926608682,1,1,1
646,0.410116822,0.923351169,1,1,1
647,0.506162703,0.86068356,1,1,1
648,0.620606422,0.681887865,1,1,1
649,0.333547294,0.555818796,1,1,1
650,0.201490015,0.10221047,1,1,1
651,0.237515688,0.0,1,1,1
652,0.449267507,0.0,1,1,1
653,0.601588547,0.0,1,1,1
654,0.544688404,0.0,1,1,1
655,0.557975054,0.0,1,1,1
656,0.470892131,0.0,1,1,1
657,0.516441584,0.0,1,1,1
658,0.528890073,0.0,1,1,1
659,0.559274018,0.0,1,1,1
660,0.515972495,0.0,1,1,1
661,0.502227843,0.0,1,1,1
662,0.448764324,0.0,1,1,1
663,0.526105344,0.0,1,1,1
664,0.437757611,0.222797066,1,1,1
665,0.340008765,0.600720406,1,1,1
666,0.381716013,0.836417079,1,1,1
667,0.471096903,0.976729751,1,1,1
668,0.310689986,1.0,1,1,1
669,0.33905828,1.0,1,1,1
670,0.271313012,1.0,1,1,1
671,0.324960291,0.997306824,1,1,1
672,0.200732544,0.858190775,1,1,1
673,0.165374413,0.60599637,1,1,1
674,0.136279419,0.212403968,1,1,1
675,0.157762796,0.0,1,1,1
676,0.340046048,0.0,1,1,1
677,0.498121142,0.0,1,1,1
678,0.490668684,0.0,1,1,1
679,0.382986456,0.0,1,1,1
680,0.43269819,0.0,1,1,1
681,0.380452216,0.0,1,1,1
682,0.431529373,0.0,1,1,1
683,0.290960729,0.0,1,1,1
684,0.097012155,0.0,1,1,1
685,0.050880235,0.0,1,1,1
686,0.063936912,0.0,1,1,1
687,0.099027164,0.0,1,1,1
688,0.123668052,0.233450949,1,1,1
689,0.048786405,0.611669302,1,1,1
690,0.008466424,0.823848307,1,1,1
691,0.006589732,0.960095286,1,1,1
692,0.114000797,1.0,1,1,1
693,0.140061349,1.0,1,1,1
694,0.142452925,1.0,1,1,1
695,0.087647289,0.970315814,1,1,1
696,0.102119125,0.851897478,1,1,1
697,0.026917838,0.52984637,1,1,1
698,0.006362866,0.20834586,1,1,1
699,0.033465788,0.0,1,1,1
700,0.068205222,0.0,1,1,1
701,0.192959845,0.0,1,1,1
702,0.210071176,0.0,1,1,1
703,0.102849066,0.0,1,1,1
704,0.012511602,0.0,1,1,1
705,0.036497466,0.0,1,1,1
706,0.036816299,0.0,1,1,1
707,0.017799769,0.0,1,1,1
708,0.258574635,0.0,1,1,1
709,0.261854529,0.0,1,1,1
710,0.378313601,0.0,1,1,1
711,0.376810193,0.0,1,1,1
712,0.39805001,0.211080253,1,1,1
713,0.201423168,0.564252257,1,1,1
714,0.113641337,0.738693535,1,1,1
715,0.011209231,0.823955715,1,1,1
716,0.012766192,0.867244363,1,1,1
717,0.013731558,0.875448227,1,1,1
718,0.080840692,0.879504204,1,1,1
719,0.114141867,0.834219456,1,1,1
720,0.13711293,0.716938496,1,1,1
721,0.036934439,0.515841126,1,1,1
722,0.207829982,0.228670478,1,1,1
723,0.344989151,0.0,1,1,1
724,0.395226717,0.0,1,1,1
725,0.433571458,0.0,1,1,1
726,0.269766122,0.0,1,1,1
727,0.348175406,0.0,1,1,1
728,0.298169196,0.0,1,1,1
729,0.36297673,0.0,1,1,1
730,0.362722993,0.0,1,1,1
731,0.308527529,0.0,1,1,1
732,0.351523608,0.0,1,1,1
733,0.287142962,0.0,1,1,1
734,0.469417691,0.0,1,1,1
735,0.625450015,0.0,1,1,1
736,0.577628076,0.3242805,1,1,1
737,0.482344031,0.70477736,1,1,1
738,0.388857216,0.869668126,1,1,1
739,0.212843016,0.970362008,1,1,1
740,0.076211266,0.998059809,1,1,1
741,0.053810656,0.997148991,1,1,1
